Voyage_ID,Date,Ship_Type,Engine_Type,Maintenance_Status,Turnaround_Time_hours,Efficiency_nm_per_kWh
1627,2023-12-31,Bulk Carrier,Steam Turbine,Good,45.3914388922198,1.1720638900573797
1628,2024-01-07,Container Ship,Heavy Fuel Oil (HFO),Good,70.3543151359658,1.008790554960787
1629,2024-01-14,Fish Carrier,Diesel,Fair,30.37004037330888,0.6463142428407813
1630,2024-01-21,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,65.90461775446803,0.979582444622846
1631,2024-01-28,Fish Carrier,Steam Turbine,Good,28.23047118816863,0.4237660843951584
1632,2024-02-04,Tanker,Diesel,Good,28.480205680608915,0.2829070438456755
1633,2024-02-11,Container Ship,Diesel,,59.66153684235128,0.4860025467199145
1634,2024-02-18,Fish Carrier,Diesel,Good,26.668612906593623,0.2246637060001962
1635,2024-02-25,Bulk Carrier,Steam Turbine,Fair,42.00036608278519,0.5975059300798294
1636,2024-03-03,Fish Carrier,Steam Turbine,Fair,36.05913361375974,0.9558405693604176
1637,2024-03-10,Container Ship,Heavy Fuel Oil (HFO),Good,31.26706262219784,0.1726723543385881
1638,2024-03-17,Container Ship,Heavy Fuel Oil (HFO),Fair,57.00838279955986,1.0998165751485325
1639,2024-03-24,Bulk Carrier,Diesel,Good,42.732110924942816,0.1540313638021349
1640,2024-03-31,Tanker,Diesel,Critical,53.48698485051812,0.1807145717913421
1641,2024-04-07,Bulk Carrier,,Critical,51.79141668582503,0.7576675280022744
1642,2024-04-14,Tanker,Heavy Fuel Oil (HFO),Critical,70.24679701020227,0.4918333257525739
1643,2024-04-21,Tanker,Diesel,,23.069551252486413,1.2103456528337198
1644,2024-04-28,Tanker,Heavy Fuel Oil (HFO),Critical,56.32595535163996,1.214695359206061
1645,2024-05-05,Tanker,Steam Turbine,Fair,47.10423715688952,0.5504940317096015
1646,2024-05-12,Fish Carrier,Diesel,Critical,53.30157865617783,0.3250597067826326
1647,2024-05-19,Container Ship,Heavy Fuel Oil (HFO),Fair,13.372842840616029,0.2385614225866017
1648,2024-05-26,Container Ship,Diesel,Fair,66.74813614189608,0.2595977460159125
1649,2024-06-02,Tanker,Diesel,Good,40.48549573097405,0.918807501138433
1650,2024-06-09,Container Ship,Steam Turbine,Critical,64.31474223892053,1.4144479536586554
1651,2024-06-16,Container Ship,Heavy Fuel Oil (HFO),Fair,60.29834232852796,0.4485439701952749
1652,2024-06-23,Container Ship,Diesel,Good,59.66019014613547,0.2662669975203088
1653,2024-06-30,Fish Carrier,Steam Turbine,Critical,42.03546917082539,0.3324081355683919
1654,2023-06-04,Container Ship,Diesel,Fair,67.7931142883163,0.1776638859929259
1655,2023-06-11,Fish Carrier,Diesel,Critical,12.247885544682356,0.8744502903610337
1656,2023-06-18,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,19.05276990661169,0.245376506826163
1657,2023-06-25,Tanker,Heavy Fuel Oil (HFO),Critical,31.90351222374131,1.2974154841525998
1658,2023-07-02,Fish Carrier,,Fair,50.69141632201207,0.8604993402660431
1659,2023-07-09,Container Ship,Heavy Fuel Oil (HFO),Critical,19.11102373682289,1.1953599029791633
1660,2023-07-16,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,43.03952126733349,0.1204249039834002
1661,2023-07-23,Fish Carrier,Heavy Fuel Oil (HFO),Good,61.143469400606456,1.3289115136204916
1662,2023-07-30,Fish Carrier,Heavy Fuel Oil (HFO),,54.49265649468372,0.3896783947548663
1663,2023-08-06,Tanker,Steam Turbine,Fair,31.172342929425817,1.110569136085389
1664,2023-08-13,Tanker,Steam Turbine,Critical,52.61385224328027,1.3999460704293605
1665,2023-08-20,Container Ship,Steam Turbine,Fair,37.01460822950615,0.9321352568944576
1666,2023-08-27,Container Ship,Steam Turbine,Critical,60.04484142721347,0.5434503085925372
1667,2023-09-03,Tanker,Heavy Fuel Oil (HFO),Critical,19.631169603440465,0.6226022175393109
1668,2023-09-10,,Diesel,Fair,69.82715380843061,1.338938106220018
1669,2023-09-17,Tanker,Heavy Fuel Oil (HFO),Good,62.74040996586678,1.0668096424578624
1670,2023-09-24,Tanker,Heavy Fuel Oil (HFO),Critical,39.941101053793176,0.7942525118936284
1671,2023-10-01,Fish Carrier,Steam Turbine,,37.9054904021548,0.7944088017635547
1672,2023-10-08,Fish Carrier,Heavy Fuel Oil (HFO),Fair,17.262529579791504,0.3893708596272041
1673,2023-10-15,,Diesel,Fair,13.705856179147103,0.2993087643917653
1674,2023-10-22,Tanker,Heavy Fuel Oil (HFO),Good,22.98843722913493,0.5700807011297296
1675,2023-10-29,Bulk Carrier,Steam Turbine,Critical,27.998685315008,0.15671142509525
1676,2023-11-05,Bulk Carrier,Heavy Fuel Oil (HFO),Good,30.78376740182545,0.5924104756751981
1677,2023-11-12,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,65.71446594957607,1.450856771363111
1678,2023-11-19,Container Ship,Heavy Fuel Oil (HFO),Critical,31.6255833935737,0.6925178535589346
1679,2023-11-26,Container Ship,Steam Turbine,Fair,39.78974574100813,0.1295469883902465
1680,2023-12-03,Tanker,Diesel,Fair,45.03763418569848,0.2263762101399167
1681,2023-12-10,Tanker,Heavy Fuel Oil (HFO),,23.10052664773032,0.5831398795988668
1682,2023-12-17,Fish Carrier,Heavy Fuel Oil (HFO),Good,43.678902677026784,0.7321700298163943
1683,2023-12-24,Container Ship,Diesel,Critical,27.38048973570408,1.2353221854694254
1684,2023-12-31,Container Ship,Heavy Fuel Oil (HFO),,33.19139858168897,0.4744942154876124
1685,2024-01-07,Tanker,Steam Turbine,Critical,19.521185946238685,0.5920915908869392
1686,2024-01-14,Tanker,Heavy Fuel Oil (HFO),Fair,34.976511975998264,0.2292580025195551
1687,2024-01-21,Bulk Carrier,Steam Turbine,Fair,17.657126908669223,1.382632929943345
1688,2024-01-28,Container Ship,Diesel,Fair,41.38503885517576,1.0143933906320717
1689,2024-02-04,Fish Carrier,Heavy Fuel Oil (HFO),Critical,13.898744478627483,0.7239432333835727
1690,2024-02-11,Fish Carrier,Diesel,Critical,41.47025755488977,1.2733497363277504
1691,2024-02-18,Container Ship,Steam Turbine,Good,16.062018831561996,1.2749709257473116
1692,2024-02-25,Bulk Carrier,Diesel,Fair,60.637126251909855,1.3215597601445206
1693,2024-03-03,Tanker,Diesel,Good,56.16386996442921,0.3159998822248721
1694,2024-03-10,Tanker,Steam Turbine,Good,67.4598339827763,0.4103892723499233
1695,2024-03-17,Container Ship,Diesel,Good,36.83637246276257,1.2307521282897156
1696,2024-03-24,Tanker,Diesel,Good,36.20694630916788,0.325720773826098
1697,2024-03-31,Bulk Carrier,Steam Turbine,Fair,38.85232750983602,0.7623016093303258
1698,2024-04-07,Tanker,Steam Turbine,Fair,12.438205266530012,0.6065829699922829
1699,2024-04-14,Bulk Carrier,Steam Turbine,Good,62.02535993447157,0.7415060559687987
1700,2024-04-21,Fish Carrier,Steam Turbine,Good,61.55755766646124,1.2605798704308395
1701,2024-04-28,Fish Carrier,Heavy Fuel Oil (HFO),Fair,48.28910078127199,0.4572646007983975
1702,2024-05-05,Container Ship,Heavy Fuel Oil (HFO),Good,46.73438666058416,0.8557802312118986
1703,2024-05-12,Fish Carrier,Heavy Fuel Oil (HFO),Good,61.278878321145285,0.3599314855343447
1704,2024-05-19,Fish Carrier,Diesel,Good,69.3310251447521,0.4808354677097252
1705,2024-05-26,Tanker,Heavy Fuel Oil (HFO),Fair,33.63800518460026,0.2758764944709397
1706,2024-06-02,Container Ship,,Good,12.479789884095323,0.656605310462643
1707,2024-06-09,Tanker,Diesel,Critical,55.22265292728735,0.9219147150314968
1708,2024-06-16,Fish Carrier,Diesel,Fair,13.550019410652862,0.4973036290125407
1709,2024-06-23,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,44.50962922981933,0.9118948994379172
1710,2024-06-30,Tanker,Steam Turbine,Critical,55.31252959566755,0.2119918723277099
1711,2023-06-04,Fish Carrier,Steam Turbine,Good,61.82864810460001,0.8896663945267522
1712,2023-06-11,Bulk Carrier,Steam Turbine,,55.79052228194373,0.8337272862715337
1713,2023-06-18,Tanker,Steam Turbine,Good,50.382438821086325,1.1402386602726893
1714,2023-06-25,Fish Carrier,Heavy Fuel Oil (HFO),Good,50.17842211013557,0.3190928838435328
1715,2023-07-02,Tanker,Steam Turbine,Critical,12.324017636038349,0.4708756557376995
1716,2023-07-09,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,54.99205418654721,0.4600942414758368
1717,2023-07-16,Bulk Carrier,Heavy Fuel Oil (HFO),Good,63.77317177547383,0.915401571153545
1718,2023-07-23,Container Ship,Steam Turbine,Critical,62.261063081860456,1.0846587614520533
1719,2023-07-30,Container Ship,Diesel,Critical,64.31886575026186,0.8288277834808321
1720,2023-08-06,Fish Carrier,Steam Turbine,Good,22.052658295292403,0.5171550109706317
1721,2023-08-13,Bulk Carrier,Steam Turbine,,47.060453190129394,1.1230286638349194
1722,2023-08-20,Bulk Carrier,Steam Turbine,Fair,23.4786499924994,0.2657573131948285
1723,2023-08-27,Container Ship,Steam Turbine,Fair,37.90472214679776,0.1023155584440685
1724,2023-09-03,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,38.329162797071206,0.3581199006992864
1725,2023-09-10,Bulk Carrier,Diesel,Critical,69.51315176368934,0.6562976306810063
1726,2023-09-17,Fish Carrier,Diesel,Critical,71.6415965353089,0.1531482318105028
1727,2023-09-24,Fish Carrier,Diesel,,52.95549319662309,0.6652791637573596
1728,2023-10-01,Bulk Carrier,Diesel,Good,12.7393457516762,1.4270926649825
1729,2023-10-08,Container Ship,Steam Turbine,Fair,49.67094411152896,1.2438052989613837
1730,2023-10-15,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,24.69342187412265,0.1610976282902562
1731,2023-10-22,Tanker,Steam Turbine,Fair,47.272721327990375,1.4632640733600872
1732,2023-10-29,Bulk Carrier,Steam Turbine,Good,65.49259588481524,0.5176321072364073
1733,2023-11-05,Container Ship,Diesel,Fair,34.38755229784775,1.0714707597894533
1734,2023-11-12,Fish Carrier,Steam Turbine,Critical,29.11803876876364,0.4679626320748778
1735,2023-11-19,Fish Carrier,Diesel,Critical,28.526893252516007,0.6455181843132702
1736,2023-11-26,Fish Carrier,Heavy Fuel Oil (HFO),Good,66.73549309959219,1.175647827207318
1737,2023-12-03,Tanker,Diesel,Critical,37.12964490999879,1.420516684140996
1738,2023-12-10,Fish Carrier,Diesel,Fair,22.80496149010568,1.2649749900067668
1739,2023-12-17,Tanker,Diesel,Good,60.57738353151219,1.0704858632856524
1740,2023-12-24,Container Ship,Steam Turbine,Good,56.97911294298624,0.4537395411079926
1741,2023-12-31,Bulk Carrier,Diesel,Good,33.487530005870816,0.6562487425282552
1742,2024-01-07,Fish Carrier,Steam Turbine,Good,66.62769013263129,1.0172559158415266
1743,2024-01-14,Tanker,Steam Turbine,Critical,13.203103515950492,0.8594532341772728
1744,2024-01-21,Tanker,Steam Turbine,Good,57.763993744980745,0.7350159901038062
1745,2024-01-28,,Steam Turbine,Good,37.886319769241695,1.242206085835395
1746,2024-02-04,Fish Carrier,Steam Turbine,Good,26.74981713433337,0.4966830934804076
1747,2024-02-11,Tanker,Diesel,Critical,59.74239660286406,0.8282314095143501
1748,2024-02-18,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,35.840288220457246,1.3188586692277142
1749,2024-02-25,,Diesel,Fair,56.60056011744402,0.6088637470308095
1750,2024-03-03,Bulk Carrier,Steam Turbine,Good,43.746617504708894,0.76254546095064
1751,2024-03-10,Tanker,Steam Turbine,Fair,20.520934304114377,0.3357755072860615
1752,2024-03-17,Bulk Carrier,Steam Turbine,Good,49.79390946069444,0.86601917751093
1753,2024-03-24,Tanker,Steam Turbine,Fair,68.14859948268341,1.140335851462168
1754,2024-03-31,Tanker,,Good,53.74344298768163,0.3710019013610742
1755,2024-04-07,Container Ship,Heavy Fuel Oil (HFO),Fair,70.46173260398317,0.225713054951186
1756,2024-04-14,Tanker,Steam Turbine,Good,22.83381204697821,1.2847031381968164
1757,2024-04-21,Tanker,Heavy Fuel Oil (HFO),Fair,45.72112186906016,0.3764341732148044
1758,2024-04-28,Fish Carrier,Heavy Fuel Oil (HFO),Good,58.88151714962776,1.453233712773911
1759,2024-05-05,Fish Carrier,Diesel,Critical,66.17622427609729,1.2618421988342872
1760,2024-05-12,Tanker,Heavy Fuel Oil (HFO),Critical,37.425984204307326,1.137562174561687
1761,2024-05-19,Tanker,Diesel,Good,31.895014683989498,0.9561677005206192
1762,2024-05-26,Fish Carrier,Heavy Fuel Oil (HFO),Fair,68.66362879081042,0.561025739032305
1763,2024-06-02,Fish Carrier,Heavy Fuel Oil (HFO),Critical,25.171849347176703,0.8485047001101377
1764,2024-06-09,Bulk Carrier,Diesel,Good,15.507253931575146,0.5711404706807984
1765,2024-06-16,Tanker,Diesel,Good,58.96475046215897,0.4964732114559671
1766,2024-06-23,Container Ship,Heavy Fuel Oil (HFO),Fair,21.92289607229488,0.1268763426116212
1767,2024-06-30,Bulk Carrier,Heavy Fuel Oil (HFO),,69.22746980289281,0.3893341631571251
1768,2023-06-04,Container Ship,Steam Turbine,Good,51.44558296320351,0.5636480808935848
1769,2023-06-11,Container Ship,Diesel,Critical,39.35546124762072,0.5107751591343408
1770,2023-06-18,Fish Carrier,Steam Turbine,Critical,55.93933023380225,0.5235519595089935
1771,2023-06-25,Tanker,Steam Turbine,Fair,32.051130758466115,0.4905245656241636
1772,2023-07-02,Fish Carrier,Heavy Fuel Oil (HFO),Good,15.448651267339098,0.201081333343312
1773,2023-07-09,Tanker,Heavy Fuel Oil (HFO),Fair,70.65608662781966,1.0971194936619006
1774,2023-07-16,Fish Carrier,Heavy Fuel Oil (HFO),Good,26.150567116784327,1.143859365795998
1775,2023-07-23,Container Ship,Steam Turbine,Good,41.38976866889396,0.9108547232404464
1776,2023-07-30,Fish Carrier,Steam Turbine,Critical,12.672190901494671,1.243074096355843
1777,2023-08-06,Tanker,,Critical,60.81785305151495,0.5661232747533136
1778,2023-08-13,Fish Carrier,Diesel,Critical,31.91383849723273,1.0767814566694611
1779,2023-08-20,Container Ship,Steam Turbine,Critical,70.83200349046332,1.3903638588353755
1780,2023-08-27,Fish Carrier,Heavy Fuel Oil (HFO),Critical,20.52555422347628,1.2832118121476244
1781,2023-09-03,Fish Carrier,Steam Turbine,Critical,69.887164346099,0.6579032120775885
1782,2023-09-10,Tanker,Diesel,,68.46554347181282,0.4786373102710882
1783,2023-09-17,Container Ship,Heavy Fuel Oil (HFO),Fair,70.1444634505054,0.938082502726483
1784,2023-09-24,Container Ship,Heavy Fuel Oil (HFO),Good,31.911190837663124,1.0823642738994437
1785,2023-10-01,Tanker,Heavy Fuel Oil (HFO),Critical,41.3192603693587,1.087918136680628
1786,2023-10-08,Fish Carrier,Diesel,Critical,31.398035482716715,0.3235453294444392
1787,2023-10-15,Tanker,Diesel,,31.386347196660186,0.8297044733937976
1788,2023-10-22,Fish Carrier,Heavy Fuel Oil (HFO),Fair,30.17299289728017,1.4012162162700972
1789,2023-10-29,Tanker,Diesel,Critical,60.34439127880408,0.4862000858416445
1790,2023-11-05,Container Ship,Steam Turbine,Critical,20.30209412814696,1.4195963759455523
1791,2023-11-12,Bulk Carrier,Diesel,Fair,54.78722295334491,1.3132170589718182
1792,2023-11-19,Tanker,Steam Turbine,Fair,34.45093638886517,0.6035524059615445
1793,2023-11-26,Tanker,Diesel,Fair,42.81244418916927,0.3040588082968995
1794,2023-12-03,Container Ship,Steam Turbine,Critical,49.89190532778466,0.6330212653738364
1795,2023-12-10,Container Ship,Heavy Fuel Oil (HFO),Good,31.1449534861688,1.484672484637941
1796,2023-12-17,Tanker,Diesel,Fair,54.11236472588681,0.5458592074961209
1797,2023-12-24,Bulk Carrier,Heavy Fuel Oil (HFO),,30.821357315368815,1.1837082243877115
1798,2023-12-31,Container Ship,Heavy Fuel Oil (HFO),Good,56.04992422966824,0.9593501419561056
1799,2024-01-07,,,Fair,60.00958394055471,1.3322112663649095
1800,2024-01-14,Tanker,Steam Turbine,Fair,29.09816317096944,0.9064610849352212
1801,2024-01-21,Container Ship,Steam Turbine,Fair,53.08888484296911,0.6529075929962461
1802,2024-01-28,Container Ship,Heavy Fuel Oil (HFO),Good,13.855220415611996,0.5898031363959058
1803,2024-02-04,Tanker,Heavy Fuel Oil (HFO),Good,49.24233175997821,1.2896419523032134
1804,2024-02-11,Fish Carrier,Heavy Fuel Oil (HFO),Critical,69.62163675989503,0.1147354692370258
1805,2024-02-18,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,13.20876285788562,0.5833649986035405
1806,2024-02-25,Bulk Carrier,Diesel,Good,29.1215058006986,0.6932102626496214
1807,2024-03-03,Container Ship,Steam Turbine,Good,26.372736657339814,0.5500677276757432
1808,2024-03-10,Bulk Carrier,Diesel,Fair,60.961330355087554,0.6368469401336518
1809,2024-03-17,Container Ship,Steam Turbine,Critical,46.41151309819239,1.339392804783058
1810,2024-03-24,Container Ship,Heavy Fuel Oil (HFO),Good,34.376121055448074,1.1136406646994823
1811,2024-03-31,Tanker,Steam Turbine,Good,19.55861004793616,1.208221885556975
1812,2024-04-07,Bulk Carrier,Diesel,Fair,20.96957306493257,0.6317896409738161
1813,2024-04-14,Bulk Carrier,Diesel,Good,33.9720128119078,0.3050673102347224
1814,2024-04-21,Container Ship,Heavy Fuel Oil (HFO),Fair,36.19960066891753,0.5716422410591736
1815,2024-04-28,Fish Carrier,Steam Turbine,Fair,64.42921703300239,1.4454306023889687
1816,2024-05-05,Container Ship,Steam Turbine,Fair,57.14804220202132,0.6073855723319811
1817,2024-05-12,Container Ship,Diesel,Good,12.11827517473476,0.9004241779901897
1818,2024-05-19,Container Ship,Heavy Fuel Oil (HFO),Critical,37.4020417301881,0.149468451416333
1819,2024-05-26,Container Ship,Diesel,Good,70.54500301312757,1.4906241577637918
1820,2024-06-02,Container Ship,Steam Turbine,Critical,65.8692282183855,0.7723511240069245
1821,2024-06-09,Fish Carrier,Steam Turbine,Good,64.40228633372341,0.4178699352768544
1822,2024-06-16,Container Ship,Heavy Fuel Oil (HFO),Critical,64.15725945530181,0.9274772750469102
1823,2024-06-23,Container Ship,Diesel,Critical,59.48122519832398,0.3671774839924576
1824,2024-06-30,Tanker,Diesel,Critical,31.00253992321228,0.5562475998648624
1825,2023-06-04,Container Ship,Steam Turbine,Good,20.30519183659063,0.6841383571709945
1826,2023-06-11,Tanker,Heavy Fuel Oil (HFO),Good,41.87641778341316,1.462818961133622
1827,2023-06-18,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,31.5602146639579,1.1371785618385717
1828,2023-06-25,Tanker,Steam Turbine,Critical,46.49729792626628,0.9861425981174324
1829,2023-07-02,Container Ship,Steam Turbine,Fair,44.65867782339753,1.0418068518014232
1830,2023-07-09,Fish Carrier,Steam Turbine,Good,39.72872830393467,0.3506665972130751
1831,2023-07-16,Fish Carrier,Diesel,Good,24.32559393355984,1.306287729970809
1832,2023-07-23,Fish Carrier,,Fair,17.06113920613269,1.2328059125760025
1833,2023-07-30,Bulk Carrier,Steam Turbine,Fair,69.68553981864518,0.951424715396765
1834,2023-08-06,Container Ship,Steam Turbine,Good,64.07447680006656,1.3664432641577493
1835,2023-08-13,Tanker,Diesel,Good,30.011868310889945,1.43766061586853
1836,2023-08-20,Bulk Carrier,Steam Turbine,Fair,43.8178484661026,0.7639010077785301
1837,2023-08-27,,Heavy Fuel Oil (HFO),,18.50493416162008,0.2786833716269374
1838,2023-09-03,Fish Carrier,Diesel,Fair,28.462371688579527,1.0032011833834615
1839,2023-09-10,Fish Carrier,Steam Turbine,Fair,49.09760869494586,1.2937634732662835
1840,2023-09-17,Bulk Carrier,Diesel,Critical,39.29389897085782,0.760117963882314
1841,2023-09-24,Bulk Carrier,Steam Turbine,Good,57.93721816445532,1.1745036513554865
1842,2023-10-01,Container Ship,Diesel,Fair,32.185264864836626,0.10761748556665
1843,2023-10-08,,Steam Turbine,Good,29.11330358288681,0.549546254683052
1844,2023-10-15,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,28.745519899481597,1.0048407610567751
1845,2023-10-22,Container Ship,Heavy Fuel Oil (HFO),Good,52.23811379368976,1.4576848530467603
1846,2023-10-29,Bulk Carrier,,Critical,47.49244171082085,1.4094858111561643
1847,2023-11-05,Bulk Carrier,Diesel,Critical,31.79138854766733,0.8665087521491852
1848,2023-11-12,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,41.63662285749758,1.3916081469019626
1849,2023-11-19,Bulk Carrier,Steam Turbine,Good,13.125819584792502,0.9845659371653812
1850,2023-11-26,Container Ship,Heavy Fuel Oil (HFO),Fair,71.39858573665654,1.3561986961935373
1851,2023-12-03,Fish Carrier,Steam Turbine,Fair,23.298957731761703,1.0502560319060856
1852,2023-12-10,Tanker,Steam Turbine,Fair,30.210619927210026,0.3415094780765823
1853,2023-12-17,Tanker,Heavy Fuel Oil (HFO),Critical,39.53294194225951,1.3535343362250638
1854,2023-12-24,Container Ship,,,34.984769082886245,1.4540296176045433
1855,2023-12-31,Container Ship,Steam Turbine,Good,60.80454251049181,0.2831075071709495
1856,2024-01-07,Fish Carrier,Steam Turbine,Fair,18.61814012445169,1.2668340225203916
1857,2024-01-14,Container Ship,Steam Turbine,Good,23.138719545795887,1.1410871282579185
1858,2024-01-21,Tanker,Steam Turbine,Good,57.74925337272441,0.5612272797006039
1859,2024-01-28,Bulk Carrier,Steam Turbine,Good,44.08751816252431,0.3968173606261598
1860,2024-02-04,Bulk Carrier,Steam Turbine,Critical,52.27144001343553,0.2888623562360599
